date,bp_used_usd,bp_pct_account,open_positions,regime,vix,cumulative_equity,drawdown
2011-08-22,42000.0,23.99,2,HIGH_VOL,42.44,175040.34,-0.1247
2011-08-23,42000.0,23.78,2,HIGH_VOL,36.27,176641.79,-0.1167
2011-08-24,42000.0,23.76,2,HIGH_VOL,35.9,176786.42,-0.116
2011-08-25,42000.0,23.86,2,HIGH_VOL,39.76,175993.04,-0.12
2011-08-26,42000.0,23.71,2,HIGH_VOL,35.59,177144.99,-0.1142
2011-08-29,42000.0,23.61,2,HIGH_VOL,32.28,177867.95,-0.1106
2011-08-30,42000.0,23.62,2,HIGH_VOL,32.89,177782.16,-0.111
2011-08-31,42000.0,23.57,2,HIGH_VOL,31.62,178186.98,-0.109
2011-09-01,42000.0,23.53,2,HIGH_VOL,31.82,178474.39,-0.1075
2011-09-02,42000.0,23.56,2,HIGH_VOL,33.92,178234.09,-0.1087
2011-09-06,42000.0,23.64,2,HIGH_VOL,37.0,177639.86,-0.1117
2011-09-07,42000.0,23.52,2,HIGH_VOL,33.38,178538.64,-0.1072
2011-09-08,42000.0,23.53,2,HIGH_VOL,34.32,178523.64,-0.1073
2011-09-09,42000.0,23.64,2,HIGH_VOL,38.52,177693.1,-0.1115
2011-09-12,42000.0,23.61,2,HIGH_VOL,38.59,177863.16,-0.1106
2011-09-13,42000.0,23.54,2,HIGH_VOL,36.91,178393.65,-0.108
2011-09-14,42000.0,23.46,2,HIGH_VOL,34.6,179019.17,-0.1048
2011-09-15,21000.0,11.55,1,HIGH_VOL,31.97,181802.12,-0.0909
2011-09-16,42000.0,23.08,2,HIGH_VOL,30.98,181971.43,-0.0901
2011-09-19,42000.0,23.12,2,HIGH_VOL,32.73,181683.87,-0.0915
2011-09-20,42000.0,23.1,2,HIGH_VOL,32.86,181792.38,-0.091
2011-09-21,42000.0,23.22,2,HIGH_VOL,37.32,180849.05,-0.0957
2011-09-22,42000.0,23.34,2,HIGH_VOL,41.35,179970.14,-0.1001
2011-09-23,42000.0,23.32,2,HIGH_VOL,41.25,180124.05,-0.0993
2011-09-26,42000.0,23.23,2,HIGH_VOL,39.02,180788.19,-0.096
2011-09-27,42000.0,23.18,2,HIGH_VOL,37.71,181227.23,-0.0938
2011-09-28,42000.0,23.26,2,HIGH_VOL,41.08,180554.25,-0.0971
2011-09-29,42000.0,23.17,2,HIGH_VOL,38.84,181233.06,-0.0938
2011-09-30,42000.0,23.29,2,HIGH_VOL,42.96,180345.41,-0.0982
2011-10-03,42000.0,23.37,2,HIGH_VOL,45.45,179747.29,-0.1012
2011-10-04,42000.0,23.21,2,HIGH_VOL,40.82,180943.97,-0.0952
2011-10-05,42000.0,23.09,2,HIGH_VOL,37.81,181879.37,-0.0905
2011-10-06,42000.0,23.01,2,HIGH_VOL,36.27,182519.51,-0.0873
2011-10-07,42000.0,23.0,2,HIGH_VOL,36.2,182578.06,-0.087
2011-10-10,42000.0,22.87,2,HIGH_VOL,33.02,183632.74,-0.0818
2011-10-11,63000.0,34.28,3,HIGH_VOL,32.86,183802.27,-0.0809
2011-10-12,42000.0,22.55,2,HIGH_VOL,31.26,186271.88,-0.0686
2011-10-13,21000.0,11.19,1,HIGH_VOL,30.7,187629.39,-0.0618
2011-10-14,21000.0,11.11,1,HIGH_VOL,28.24,188995.62,-0.0549
2011-10-17,21000.0,11.22,1,HIGH_VOL,33.39,187140.36,-0.0642
2011-10-18,21000.0,11.14,1,HIGH_VOL,31.56,188542.32,-0.0572
2011-10-19,21000.0,11.2,1,HIGH_VOL,34.44,187511.34,-0.0624
2011-10-20,21000.0,11.18,1,HIGH_VOL,34.78,187768.86,-0.0611
2011-10-21,0,0.0,0,HIGH_VOL,31.32,190384.11,-0.048
2011-10-24,21000.0,11.03,1,HIGH_VOL,29.26,190384.11,-0.048
2011-10-25,21000.0,11.14,1,HIGH_VOL,32.22,188555.45,-0.0571
2011-10-26,21000.0,11.06,1,HIGH_VOL,29.86,189821.44,-0.0508
2011-10-27,21000.0,10.9,1,HIGH_VOL,25.46,192727.52,-0.0363
2011-10-28,21000.0,10.88,1,HIGH_VOL,24.53,193018.0,-0.0348
2011-10-31,21000.0,11.02,1,HIGH_VOL,29.96,190641.1,-0.0467
2011-11-01,21000.0,11.18,1,HIGH_VOL,34.77,187905.27,-0.0604
2011-11-02,21000.0,11.08,1,HIGH_VOL,32.74,189478.37,-0.0525
2011-11-03,21000.0,10.98,1,HIGH_VOL,30.5,191198.83,-0.0439
2011-11-04,21000.0,10.99,1,HIGH_VOL,30.16,191019.79,-0.0448
2011-11-07,21000.0,10.96,1,HIGH_VOL,29.85,191562.92,-0.0421
2011-11-08,21000.0,10.9,1,HIGH_VOL,27.48,192746.85,-0.0362
2011-11-09,21000.0,11.12,1,HIGH_VOL,36.16,188921.47,-0.0553
2011-11-10,21000.0,11.04,1,HIGH_VOL,32.81,190278.95,-0.0485
2011-11-11,21000.0,10.94,1,HIGH_VOL,30.04,192033.12,-0.0397
2011-11-14,21000.0,10.98,1,HIGH_VOL,31.13,191310.16,-0.0434
2011-11-15,21000.0,10.96,1,HIGH_VOL,31.22,191669.91,-0.0416
2011-11-16,21000.0,11.04,1,HIGH_VOL,33.51,190240.49,-0.0487
2011-11-17,42000.0,22.22,2,HIGH_VOL,34.51,188982.21,-0.055
2011-11-18,63000.0,33.1,3,HIGH_VOL,32.0,190307.11,-0.0484
2011-11-21,63000.0,33.42,3,HIGH_VOL,32.91,188530.63,-0.0573
2011-11-22,63000.0,33.35,3,HIGH_VOL,31.97,188913.3,-0.0553
2011-11-23,63000.0,33.92,3,HIGH_VOL,33.98,185724.73,-0.0713
2011-11-25,63000.0,33.98,3,HIGH_VOL,34.47,185381.76,-0.073
2011-11-28,63000.0,33.18,3,HIGH_VOL,32.13,189899.31,-0.0504
2011-11-29,63000.0,32.95,3,HIGH_VOL,30.64,191227.18,-0.0438
2011-11-30,63000.0,32.08,3,HIGH_VOL,27.8,196405.38,-0.0179
2011-12-01,63000.0,32.0,3,HIGH_VOL,27.41,196864.21,-0.0156
2011-12-02,42000.0,21.2,2,HIGH_VOL,27.52,198085.38,-0.0095
2011-12-05,42000.0,21.23,2,HIGH_VOL,27.84,197835.7,-0.0107
2011-12-06,42000.0,21.23,2,HIGH_VOL,28.13,197852.66,-0.0106
2011-12-07,42000.0,21.24,2,HIGH_VOL,28.67,197745.29,-0.0112
2011-12-08,63000.0,31.86,3,HIGH_VOL,30.59,197731.5,-0.0113
2011-12-09,21000.0,10.27,1,HIGH_VOL,26.38,204527.82,0.0
2011-12-12,21000.0,10.29,1,HIGH_VOL,25.67,204042.08,-0.0024
2011-12-13,21000.0,10.31,1,HIGH_VOL,25.41,203705.32,-0.004
2011-12-14,21000.0,10.35,1,HIGH_VOL,26.04,202919.91,-0.0079
2011-12-15,21000.0,10.32,1,HIGH_VOL,25.11,203461.36,-0.0052
2011-12-16,21000.0,10.3,1,HIGH_VOL,24.29,203966.16,-0.0027
2011-12-19,21000.0,10.34,1,HIGH_VOL,24.92,203124.26,-0.0069
2011-12-20,21000.0,10.23,1,HIGH_VOL,23.22,205315.88,0.0
2011-12-21,21000.0,10.2,1,NORMAL,21.43,205838.72,0.0
2011-12-22,22500.0,10.74,1,NORMAL,21.16,209415.45,0.0
2011-12-23,22500.0,10.68,1,NORMAL,20.73,210747.61,0.0
2011-12-27,22500.0,10.69,1,NORMAL,21.91,210456.6,-0.0014
2011-12-28,43500.0,20.86,2,HIGH_VOL,23.52,208546.22,-0.0104
2011-12-29,64500.0,30.62,3,HIGH_VOL,22.65,210668.55,-0.0004
2011-12-30,64500.0,30.77,3,HIGH_VOL,23.4,209605.52,-0.0054
2012-01-03,64500.0,30.43,3,HIGH_VOL,22.97,211981.56,0.0
2012-01-04,64500.0,30.24,3,HIGH_VOL,22.22,213324.68,0.0
2012-01-05,64500.0,30.02,3,NORMAL,21.48,214825.81,0.0
2012-01-06,42000.0,19.14,2,NORMAL,20.63,219435.03,0.0
2012-01-09,42000.0,19.16,2,NORMAL,21.07,219185.53,-0.0011
2012-01-10,42000.0,19.16,2,NORMAL,20.69,219252.21,-0.0008
2012-01-11,42000.0,19.16,2,NORMAL,21.05,219173.21,-0.0012
2012-01-12,42000.0,19.11,2,NORMAL,20.47,219749.37,0.0
2012-01-13,42000.0,19.09,2,NORMAL,20.91,220003.19,0.0
2012-01-17,42000.0,19.18,2,HIGH_VOL,22.2,218951.69,-0.0048
2012-01-18,42000.0,19.15,2,NORMAL,20.89,219276.31,-0.0033
2012-01-19,42000.0,19.11,2,NORMAL,19.87,219740.95,-0.0012
2012-01-20,42000.0,19.0,2,NORMAL,18.28,221095.11,0.0
2012-01-23,42000.0,19.0,2,NORMAL,18.67,220994.79,-0.0005
2012-01-24,42000.0,18.99,2,NORMAL,18.91,221213.52,0.0
2012-01-25,42000.0,19.04,2,NORMAL,18.31,220638.39,-0.0026
2012-01-26,42000.0,18.95,2,NORMAL,18.57,221583.16,0.0
2012-01-27,42000.0,18.91,2,NORMAL,18.53,222087.6,0.0
2012-01-30,42000.0,18.91,2,NORMAL,19.4,222110.03,0.0
2012-01-31,42000.0,18.88,2,NORMAL,19.44,222419.07,0.0
2012-02-01,42000.0,18.91,2,NORMAL,18.55,222065.34,-0.0016
2012-02-02,0,0.0,0,NORMAL,17.98,228436.79,0.0
2012-02-03,0,0.0,0,NORMAL,17.1,228436.79,0.0
2012-02-06,0,0.0,0,NORMAL,17.76,228436.79,0.0
2012-02-07,0,0.0,0,NORMAL,17.65,228436.79,0.0
2012-02-08,0,0.0,0,NORMAL,18.16,228436.79,0.0
2012-02-09,0,0.0,0,NORMAL,18.63,228436.79,0.0
2012-02-10,22500.0,9.85,1,NORMAL,20.79,228436.79,0.0
2012-02-13,22500.0,9.78,1,NORMAL,19.04,230010.08,0.0
2012-02-14,22500.0,9.79,1,NORMAL,19.54,229811.33,-0.0009
2012-02-15,22500.0,9.84,1,NORMAL,21.14,228672.56,-0.0058
2012-02-16,22500.0,9.75,1,NORMAL,19.22,230822.25,0.0
2012-02-17,22500.0,9.71,1,NORMAL,17.78,231769.53,0.0
2012-02-21,22500.0,9.71,1,NORMAL,18.19,231810.05,0.0
2012-02-22,22500.0,9.72,1,NORMAL,18.19,231571.94,-0.001
2012-02-23,22500.0,9.67,1,NORMAL,16.8,232705.06,0.0
2012-02-24,0,0.0,0,NORMAL,17.31,237074.78,0.0
2012-02-27,0,0.0,0,NORMAL,18.19,237074.78,0.0
2012-02-28,0,0.0,0,NORMAL,17.96,237074.78,0.0
2012-02-29,0,0.0,0,NORMAL,18.43,237074.78,0.0
2012-03-01,0,0.0,0,NORMAL,17.26,237074.78,0.0
2012-03-02,0,0.0,0,NORMAL,17.29,237074.78,0.0
2012-03-05,0,0.0,0,NORMAL,18.05,237074.78,0.0
2012-03-06,22500.0,9.49,1,NORMAL,20.87,237074.78,0.0
2012-03-07,22500.0,9.43,1,NORMAL,19.07,238680.76,0.0
2012-03-08,22500.0,9.36,1,NORMAL,17.95,240340.13,0.0
2012-03-09,22500.0,9.33,1,NORMAL,17.11,241145.28,0.0
2012-03-12,22500.0,9.3,1,NORMAL,15.64,241848.27,0.0
2012-03-13,22500.0,9.25,1,LOW_VOL,14.8,243348.84,0.0
2012-03-14,22500.0,9.25,1,NORMAL,15.31,243236.12,-0.0005
2012-03-15,22500.0,9.24,1,NORMAL,15.42,243521.29,0.0
2012-03-16,22500.0,9.23,1,LOW_VOL,14.47,243790.28,0.0
2012-03-19,0,0.0,0,NORMAL,15.04,250562.55,0.0
2012-03-20,0,0.0,0,NORMAL,15.58,250562.55,0.0
2012-03-21,0,0.0,0,NORMAL,15.13,250562.55,0.0
2012-03-22,0,0.0,0,NORMAL,15.57,250562.55,0.0
2012-03-23,22500.0,8.98,1,LOW_VOL,14.82,250562.55,0.0
2012-03-26,22500.0,8.89,1,LOW_VOL,14.26,253052.82,0.0
2012-03-27,22500.0,8.9,1,NORMAL,15.59,252780.77,-0.0011
2012-03-28,22500.0,8.93,1,NORMAL,15.47,251885.68,-0.0046
2012-03-29,22500.0,8.94,1,NORMAL,15.48,251606.85,-0.0057
2012-03-30,22500.0,8.92,1,NORMAL,15.5,252313.06,-0.0029
2012-04-02,22500.0,8.87,1,NORMAL,15.64,253722.05,0.0
2012-04-03,22500.0,8.89,1,NORMAL,15.66,253037.51,-0.0027
2012-04-04,22500.0,8.95,1,NORMAL,16.44,251377.09,-0.0092
2012-04-05,22500.0,8.95,1,NORMAL,16.7,251361.61,-0.0093
2012-04-09,22500.0,8.99,1,NORMAL,18.81,250140.28,-0.0141
2012-04-10,0,0.0,0,NORMAL,20.39,247549.06,-0.0243
2012-04-11,0,0.0,0,NORMAL,20.02,247549.06,-0.0243
2012-04-12,0,0.0,0,NORMAL,17.2,247549.06,-0.0243
2012-04-13,0,0.0,0,NORMAL,19.55,247549.06,-0.0243
2012-04-16,0,0.0,0,NORMAL,19.55,247549.06,-0.0243
2012-04-17,0,0.0,0,NORMAL,18.46,247549.06,-0.0243
2012-04-18,0,0.0,0,NORMAL,18.64,247549.06,-0.0243
2012-04-19,0,0.0,0,NORMAL,18.36,247549.06,-0.0243
2012-04-20,0,0.0,0,NORMAL,17.44,247549.06,-0.0243
2012-04-23,0,0.0,0,NORMAL,18.97,247549.06,-0.0243
2012-04-24,0,0.0,0,NORMAL,18.1,247549.06,-0.0243
2012-04-25,0,0.0,0,NORMAL,16.82,247549.06,-0.0243
2012-04-26,0,0.0,0,NORMAL,16.24,247549.06,-0.0243
2012-04-27,0,0.0,0,NORMAL,16.32,247549.06,-0.0243
2012-04-30,0,0.0,0,NORMAL,17.15,247549.06,-0.0243
2012-05-01,0,0.0,0,NORMAL,16.6,247549.06,-0.0243
2012-05-02,0,0.0,0,NORMAL,16.88,247549.06,-0.0243
2012-05-03,0,0.0,0,NORMAL,17.56,247549.06,-0.0243
2012-05-04,22500.0,9.09,1,NORMAL,19.16,247549.06,-0.0243
2012-05-07,22500.0,9.08,1,NORMAL,18.94,247822.91,-0.0233
2012-05-08,22500.0,9.08,1,NORMAL,19.05,247859.67,-0.0231
2012-05-09,22500.0,9.1,1,NORMAL,20.08,247255.63,-0.0255
2012-05-10,22500.0,9.07,1,NORMAL,18.83,248199.07,-0.0218
2012-05-11,22500.0,9.09,1,NORMAL,19.89,247622.36,-0.024
2012-05-14,22500.0,9.14,1,NORMAL,21.87,246290.86,-0.0293
2012-05-15,22500.0,9.14,1,NORMAL,21.97,246117.52,-0.03
2012-05-16,22500.0,9.15,1,HIGH_VOL,22.27,245871.92,-0.0309
2012-05-17,22500.0,9.22,1,HIGH_VOL,24.49,244140.7,-0.0378
2012-05-18,22500.0,9.24,1,HIGH_VOL,25.1,243533.81,-0.0402
2012-05-21,22500.0,9.15,1,HIGH_VOL,22.01,245944.27,-0.0307
2012-05-22,22500.0,9.15,1,HIGH_VOL,22.48,245906.35,-0.0308
2012-05-23,22500.0,9.14,1,HIGH_VOL,22.33,246221.18,-0.0296
2012-05-24,22500.0,9.12,1,NORMAL,21.54,246796.13,-0.0273
2012-05-25,22500.0,9.12,1,NORMAL,21.76,246671.63,-0.0278
2012-05-29,22500.0,9.07,1,NORMAL,21.03,247941.92,-0.0228
2012-05-30,22500.0,9.16,1,HIGH_VOL,24.14,245749.57,-0.0314
2012-05-31,22500.0,9.16,1,HIGH_VOL,24.06,245742.21,-0.0315
2012-06-01,22500.0,9.26,1,HIGH_VOL,26.66,242884.27,-0.0427
2012-06-04,22500.0,9.26,1,HIGH_VOL,26.12,243090.93,-0.0419
2012-06-05,22500.0,9.22,1,HIGH_VOL,24.68,244088.76,-0.038
2012-06-06,22500.0,9.1,1,HIGH_VOL,22.16,247348.67,-0.0251
2012-06-07,22500.0,9.09,1,NORMAL,21.72,247650.96,-0.0239
2012-06-08,22500.0,9.04,1,NORMAL,21.23,248881.18,-0.0191
2012-06-11,22500.0,9.08,1,HIGH_VOL,23.56,247706.54,-0.0237
2012-06-12,22500.0,9.05,1,HIGH_VOL,22.09,248681.59,-0.0199
2012-06-13,22500.0,9.08,1,HIGH_VOL,24.27,247677.13,-0.0238
2012-06-14,22500.0,9.03,1,NORMAL,21.68,249167.96,-0.0179
2012-06-15,22500.0,9.02,1,NORMAL,21.11,249500.52,-0.0166
2012-06-18,22500.0,8.96,1,NORMAL,18.32,251096.18,-0.0103
2012-06-19,22500.0,8.97,1,NORMAL,18.38,250883.19,-0.0112
2012-06-20,22500.0,8.94,1,NORMAL,17.24,251659.71,-0.0081
2012-06-21,22500.0,8.97,1,NORMAL,20.08,250706.1,-0.0119
2012-06-22,22500.0,8.93,1,NORMAL,18.11,251829.2,-0.0075
2012-06-25,22500.0,8.97,1,NORMAL,20.38,250721.97,-0.0118
2012-06-26,22500.0,8.95,1,NORMAL,19.72,251268.52,-0.0097
2012-06-27,22500.0,8.94,1,NORMAL,19.45,251598.49,-0.0084
2012-06-28,22500.0,8.94,1,NORMAL,19.71,251620.82,-0.0083
2012-06-29,0,0.0,0,NORMAL,17.08,255151.1,0.0
2012-07-02,0,0.0,0,NORMAL,16.8,255151.1,0.0
2012-07-03,0,0.0,0,NORMAL,16.66,255151.1,0.0
2012-07-05,0,0.0,0,NORMAL,17.5,255151.1,0.0
2012-07-06,0,0.0,0,NORMAL,17.1,255151.1,0.0
2012-07-09,0,0.0,0,NORMAL,17.98,255151.1,0.0
2012-07-10,0,0.0,0,NORMAL,18.72,255151.1,0.0
2012-07-11,0,0.0,0,NORMAL,17.95,255151.1,0.0
2012-07-12,0,0.0,0,NORMAL,18.33,255151.1,0.0
2012-07-13,0,0.0,0,NORMAL,16.74,255151.1,0.0
2012-07-16,0,0.0,0,NORMAL,17.11,255151.1,0.0
2012-07-17,0,0.0,0,NORMAL,16.48,255151.1,0.0
2012-07-18,0,0.0,0,NORMAL,16.16,255151.1,0.0
2012-07-19,0,0.0,0,NORMAL,15.45,255151.1,0.0
2012-07-20,0,0.0,0,NORMAL,16.27,255151.1,0.0
2012-07-23,0,0.0,0,NORMAL,18.62,255151.1,0.0
2012-07-24,22500.0,8.82,1,NORMAL,20.47,255151.1,0.0
2012-07-25,22500.0,8.79,1,NORMAL,19.34,255930.89,0.0
2012-07-26,22500.0,8.76,1,NORMAL,17.53,256914.23,0.0
2012-07-27,22500.0,8.77,1,NORMAL,16.7,256595.97,-0.0012
2012-07-30,22500.0,8.79,1,NORMAL,18.03,256034.53,-0.0034
2012-07-31,22500.0,8.79,1,NORMAL,18.93,255936.45,-0.0038
2012-08-01,22500.0,8.78,1,NORMAL,18.96,256204.56,-0.0028
2012-08-02,22500.0,8.74,1,NORMAL,17.57,257413.86,0.0
2012-08-03,22500.0,8.74,1,NORMAL,15.64,257481.19,0.0
2012-08-06,22500.0,8.75,1,NORMAL,15.95,257260.05,-0.0009
2012-08-07,22500.0,8.76,1,NORMAL,15.99,256911.02,-0.0022
2012-08-08,22500.0,8.74,1,NORMAL,15.32,257291.79,-0.0007
2012-08-09,22500.0,8.74,1,NORMAL,15.28,257393.46,-0.0003
2012-08-10,22500.0,8.74,1,LOW_VOL,14.74,257545.99,0.0
2012-08-13,22500.0,8.71,1,LOW_VOL,13.7,258267.11,0.0
2012-08-14,22500.0,8.72,1,LOW_VOL,14.85,257886.13,-0.0015
2012-08-15,22500.0,8.72,1,LOW_VOL,14.63,257997.31,-0.001
2012-08-16,22500.0,8.74,1,LOW_VOL,14.29,257503.04,-0.003
2012-08-17,22500.0,8.73,1,LOW_VOL,13.45,257790.21,-0.0018
2012-08-20,22500.0,8.73,1,LOW_VOL,14.02,257674.36,-0.0023
2012-08-21,22500.0,8.73,1,NORMAL,15.02,257798.15,-0.0018
2012-08-22,22500.0,8.72,1,NORMAL,15.11,257882.63,-0.0015
2012-08-23,22500.0,8.7,1,NORMAL,15.96,258511.82,0.0
2012-08-24,22500.0,8.71,1,NORMAL,15.18,258338.91,-0.0007
2012-08-27,0,0.0,0,NORMAL,16.35,261286.12,0.0
2012-08-28,0,0.0,0,NORMAL,16.49,261286.12,0.0
2012-08-29,0,0.0,0,NORMAL,17.06,261286.12,0.0
2012-08-30,0,0.0,0,NORMAL,17.83,261286.12,0.0
2012-08-31,0,0.0,0,NORMAL,17.47,261286.12,0.0
2012-09-04,0,0.0,0,NORMAL,17.98,261286.12,0.0
2012-09-05,0,0.0,0,NORMAL,17.74,261286.12,0.0
2012-09-06,0,0.0,0,NORMAL,15.6,261286.12,0.0
2012-09-07,22500.0,8.61,1,LOW_VOL,14.38,261286.12,0.0
2012-09-10,22500.0,8.63,1,NORMAL,16.28,260772.49,-0.002
2012-09-11,22500.0,8.61,1,NORMAL,16.41,261379.13,0.0
2012-09-12,22500.0,8.6,1,NORMAL,15.8,261564.28,0.0
2012-09-13,22500.0,8.52,1,LOW_VOL,14.05,264209.46,0.0
2012-09-14,22500.0,8.49,1,LOW_VOL,14.51,265027.34,0.0
2012-09-17,22500.0,8.51,1,LOW_VOL,14.59,264497.76,-0.002
2012-09-18,22500.0,8.52,1,LOW_VOL,14.18,264225.97,-0.003
2012-09-19,22500.0,8.51,1,LOW_VOL,13.88,264445.41,-0.0022
2012-09-20,22500.0,8.51,1,LOW_VOL,14.07,264397.16,-0.0024
2012-09-21,22500.0,8.51,1,LOW_VOL,13.98,264400.1,-0.0024
2012-09-24,22500.0,8.52,1,LOW_VOL,14.15,264006.91,-0.0039
2012-09-25,22500.0,8.58,1,NORMAL,15.43,262223.78,-0.0106
2012-09-26,22500.0,8.6,1,NORMAL,16.81,261615.02,-0.0129
2012-09-27,22500.0,8.56,1,LOW_VOL,14.84,262862.5,-0.0082
2012-09-28,22500.0,8.58,1,NORMAL,15.73,262246.73,-0.0105
2012-10-01,22500.0,8.55,1,NORMAL,16.32,263017.4,-0.0076
2012-10-02,22500.0,8.55,1,NORMAL,15.71,263011.16,-0.0076
2012-10-03,22500.0,8.53,1,NORMAL,15.43,263707.23,-0.005
2012-10-04,22500.0,8.49,1,LOW_VOL,14.55,265033.44,0.0
2012-10-05,22500.0,8.49,1,LOW_VOL,14.33,264961.9,-0.0003
2012-10-08,22500.0,8.51,1,NORMAL,15.11,264447.42,-0.0022
2012-10-09,22500.0,8.56,1,NORMAL,16.37,262757.74,-0.0086
2012-10-10,22500.0,8.61,1,NORMAL,16.29,261353.76,-0.0139
2012-10-11,0,0.0,0,NORMAL,15.59,261110.19,-0.0148
2012-10-12,0,0.0,0,NORMAL,16.14,261110.19,-0.0148
2012-10-15,0,0.0,0,NORMAL,15.27,261110.19,-0.0148
2012-10-16,0,0.0,0,NORMAL,15.22,261110.19,-0.0148
2012-10-17,0,0.0,0,NORMAL,15.07,261110.19,-0.0148
2012-10-18,0,0.0,0,NORMAL,15.03,261110.19,-0.0148
2012-10-19,0,0.0,0,NORMAL,17.06,261110.19,-0.0148
2012-10-22,0,0.0,0,NORMAL,16.62,261110.19,-0.0148
2012-10-23,0,0.0,0,NORMAL,18.83,261110.19,-0.0148
2012-10-24,0,0.0,0,NORMAL,18.33,261110.19,-0.0148
2012-10-25,0,0.0,0,NORMAL,18.12,261110.19,-0.0148
2012-10-26,0,0.0,0,NORMAL,17.81,261110.19,-0.0148
2012-10-31,0,0.0,0,NORMAL,18.6,261110.19,-0.0148
2012-11-01,0,0.0,0,NORMAL,16.69,261110.19,-0.0148
2012-11-02,22500.0,8.62,1,NORMAL,17.59,261110.19,-0.0148
2012-11-05,22500.0,8.63,1,NORMAL,18.42,260683.25,-0.0164
2012-11-06,22500.0,8.61,1,NORMAL,17.58,261296.11,-0.0141
2012-11-07,22500.0,8.64,1,NORMAL,19.08,260316.5,-0.0178
2012-11-08,22500.0,8.64,1,NORMAL,18.49,260270.16,-0.018
2012-11-09,22500.0,8.64,1,NORMAL,18.61,260415.34,-0.0174
2012-11-12,22500.0,8.6,1,NORMAL,16.68,261672.83,-0.0127
2012-11-13,22500.0,8.6,1,NORMAL,16.65,261521.2,-0.0133
2012-11-14,22500.0,8.66,1,NORMAL,17.92,259766.07,-0.0199
2012-11-15,22500.0,8.66,1,NORMAL,17.99,259669.96,-0.0202
2012-11-16,22500.0,8.62,1,NORMAL,16.41,260981.91,-0.0153
2012-11-19,22500.0,8.54,1,NORMAL,15.24,263424.96,-0.0061
2012-11-20,22500.0,8.53,1,NORMAL,15.08,263675.16,-0.0051
2012-11-21,22500.0,8.53,1,NORMAL,15.31,263810.47,-0.0046
2012-11-23,22500.0,8.5,1,NORMAL,15.14,264571.44,-0.0017
2012-11-26,22500.0,8.51,1,NORMAL,15.5,264452.26,-0.0022
2012-11-27,22500.0,8.52,1,NORMAL,15.92,264165.04,-0.0033
2012-11-28,0,0.0,0,NORMAL,15.51,267847.03,0.0
2012-11-29,0,0.0,0,NORMAL,15.06,267847.03,0.0
2012-11-30,0,0.0,0,NORMAL,15.87,267847.03,0.0
2012-12-03,0,0.0,0,NORMAL,16.64,267847.03,0.0
2012-12-04,22500.0,8.4,1,NORMAL,17.12,267847.03,0.0
2012-12-05,22500.0,8.38,1,NORMAL,16.46,268422.18,0.0
2012-12-06,22500.0,8.38,1,NORMAL,16.58,268441.29,0.0
2012-12-07,22500.0,8.36,1,NORMAL,15.9,268993.46,0.0
2012-12-10,22500.0,8.36,1,NORMAL,16.05,269018.4,0.0
2012-12-11,22500.0,8.36,1,NORMAL,15.57,269288.12,0.0
2012-12-12,22500.0,8.36,1,NORMAL,15.95,269157.15,-0.0005
2012-12-13,22500.0,8.36,1,NORMAL,16.56,269086.86,-0.0007
2012-12-14,22500.0,8.36,1,NORMAL,17.0,269010.13,-0.001
2012-12-17,22500.0,8.36,1,NORMAL,16.34,269289.08,0.0
2012-12-18,22500.0,8.36,1,NORMAL,15.57,269249.82,-0.0001
2012-12-19,45000.0,16.74,2,NORMAL,17.36,268797.46,-0.0018
2012-12-20,45000.0,16.71,2,NORMAL,17.67,269230.49,-0.0002
2012-12-21,45000.0,16.77,2,NORMAL,17.84,268400.45,-0.0033
2012-12-24,45000.0,16.77,2,NORMAL,17.84,268354.15,-0.0035
2012-12-26,45000.0,16.89,2,NORMAL,19.48,266457.91,-0.0105
2012-12-27,45000.0,16.88,2,NORMAL,19.47,266552.92,-0.0102
2012-12-28,45000.0,17.14,2,HIGH_VOL,22.72,262507.93,-0.0252
2012-12-31,45000.0,16.71,2,NORMAL,18.02,269260.7,-0.0001
2013-01-02,45000.0,16.39,2,LOW_VOL,14.68,274590.82,0.0
2013-01-03,22500.0,8.05,1,LOW_VOL,14.56,279486.44,0.0
2013-01-04,22500.0,8.05,1,LOW_VOL,13.83,279453.06,-0.0001
2013-01-07,22500.0,8.04,1,LOW_VOL,13.79,279981.42,0.0
2013-01-08,22500.0,7.93,1,LOW_VOL,13.62,283714.32,0.0
2013-01-09,22500.0,7.91,1,LOW_VOL,13.81,284311.25,0.0
2013-01-10,22500.0,7.87,1,LOW_VOL,13.49,285763.84,0.0
2013-01-11,22500.0,7.87,1,LOW_VOL,13.36,285748.3,-0.0001
2013-01-14,22500.0,7.88,1,LOW_VOL,13.52,285609.38,-0.0005
2013-01-15,22500.0,7.87,1,LOW_VOL,13.55,285864.38,0.0
2013-01-16,22500.0,7.87,1,LOW_VOL,13.42,285899.08,0.0
2013-01-17,22500.0,7.84,1,LOW_VOL,13.57,287093.99,0.0
2013-01-18,22500.0,7.82,1,LOW_VOL,12.46,287708.84,0.0
2013-01-22,22500.0,7.79,1,LOW_VOL,12.43,288657.92,0.0
2013-01-23,22500.0,7.79,1,LOW_VOL,12.46,289006.8,0.0
2013-01-24,22500.0,7.78,1,LOW_VOL,12.69,289056.79,0.0
2013-01-25,22500.0,7.75,1,LOW_VOL,12.89,290155.79,0.0
2013-01-28,22500.0,7.76,1,LOW_VOL,13.57,289868.13,-0.001
