start_date,end_date,peak_vix,entry_vix,duration_days,threshold
2024-12-19,2025-01-03,27.6200008392334,24.09000015258789,16,22
2025-03-12,2025-03-26,27.86000061035156,24.229999542236328,15,22
2025-05-27,2025-06-06,22.290000915527344,18.959999084472656,11,22
2025-10-17,2025-10-29,25.309999465942383,20.780000686645508,13,22
2025-11-21,2025-12-05,26.420000076293945,23.43000030517578,15,22
2026-03-04,2026-03-04,23.56999969482422,21.149999618530273,1,22
2007-07-30,2007-07-30,24.170000076293945,20.8700008392334,1,24
2007-08-02,2007-08-02,24.170000076293945,21.219999313354492,1,24
2007-08-07,2007-08-08,25.15999984741211,21.559999465942383,2,24
2007-09-18,2007-09-28,27.3799991607666,20.350000381469727,11,24
2007-11-06,2007-11-06,24.309999465942383,21.38999938964844,1,24
2007-12-19,2007-12-28,24.520000457763672,21.68000030517578,10,24
2008-06-13,2008-06-17,24.1200008392334,21.219999313354492,5,24
2008-06-19,2008-06-19,24.1200008392334,21.579999923706055,1,24
2008-07-08,2008-07-08,25.920000076293945,23.149999618530273,1,24
2008-08-05,2008-08-08,24.229999542236328,21.13999938964844,4,24
2009-08-20,2009-08-21,27.88999938964844,25.09000015258789,2,24
2009-08-25,2009-08-28,27.88999938964844,24.920000076293945,4,24
2009-10-29,2009-10-29,27.90999984741211,24.760000228881836,1,24
2009-11-23,2009-11-25,24.239999771118164,21.15999984741211,3,24
2009-12-01,2009-12-02,24.739999771118164,21.920000076293945,2,24
2009-12-04,2009-12-07,24.739999771118164,21.25,4,24
2009-12-11,2009-12-11,24.510000228881836,21.59000015258789,1,24
2010-01-26,2010-01-28,27.309999465942383,24.549999237060547,3,24
2010-02-01,2010-02-03,27.309999465942383,22.59000015258789,3,24
2010-02-12,2010-02-24,26.510000228881836,22.729999542236328,13,24
2010-07-23,2010-07-27,26.25,23.469999313354492,5,24
2010-08-02,2010-08-03,25.63999938964844,22.010000228881836,2,24
2010-08-06,2010-08-06,24.25,21.739999771118164,1,24
2010-08-27,2010-08-27,27.459999084472656,24.450000762939453,1,24
2010-09-01,2010-09-14,27.459999084472656,23.88999938964844,14,24
2012-05-21,2012-05-29,25.100000381469727,22.010000228881836,9,24
2012-06-06,2012-06-12,26.65999984741211,22.15999984741211,7,24
2012-06-14,2012-06-26,26.65999984741211,21.68000030517578,13,24
2014-10-17,2014-10-29,25.270000457763672,21.989999771118164,13,24
2015-09-30,2015-10-13,27.6299991607666,24.5,14,24
2015-12-15,2015-12-24,24.38999938964844,20.950000762939453,10,24
2016-01-11,2016-01-12,27.010000228881836,24.299999237060547,2,24
2016-01-14,2016-01-14,27.010000228881836,23.950000762939453,1,24
2016-01-22,2016-02-03,27.59000015258789,22.34000015258789,13,24
2016-06-28,2016-07-08,25.760000228881836,18.75,11,24
2018-03-26,2018-03-26,24.8700008392334,21.030000686645508,1,24
2018-03-29,2018-03-29,24.8700008392334,19.969999313354492,1,24
2018-04-03,2018-04-06,24.8700008392334,21.100000381469727,4,24
2018-10-12,2018-10-23,24.979999542236328,21.309999465942383,12,24
2018-10-31,2018-11-09,25.229999542236328,21.229999542236328,10,24
2019-08-06,2019-08-16,24.59000015258789,20.170000076293945,11,24
2020-08-05,2020-08-10,26.079999923706055,22.989999771118164,6,24
2020-08-12,2020-08-12,24.760000228881836,22.280000686645508,1,24
2020-08-17,2020-08-18,24.030000686645508,21.350000381469727,2,24
2020-11-23,2020-11-25,25.350000381469727,22.65999984741211,3,24
2020-12-17,2020-12-18,24.719999313354492,21.93000030517578,2,24
2020-12-24,2020-12-28,25.15999984741211,21.530000686645508,5,24
2021-01-07,2021-01-14,26.969999313354492,22.3700008392334,8,24
2021-01-20,2021-01-21,25.06999969482422,21.579999923706055,2,24
2021-05-13,2021-05-25,27.59000015258789,23.1299991607666,13,24
2021-09-22,2021-09-27,25.709999084472656,20.8700008392334,6,24
2021-09-29,2021-09-29,25.709999084472656,22.559999465942383,1,24
2021-10-01,2021-10-01,25.709999084472656,21.100000381469727,1,24
2022-04-13,2022-04-13,24.3700008392334,21.81999969482422,1,24
2022-04-19,2022-04-20,24.3700008392334,21.3700008392334,2,24
2022-07-15,2022-07-15,27.540000915527344,24.229999542236328,1,24
2022-07-19,2022-07-25,27.290000915527344,24.5,7,24
2022-07-27,2022-07-29,26.399999618530273,23.239999771118164,3,24
2022-08-03,2022-08-08,24.690000534057617,21.950000762939453,6,24
2022-09-08,2022-09-12,26.90999984741211,23.61000061035156,5,24
2022-11-11,2022-11-11,26.09000015258789,22.520000457763672,1,24
2022-11-18,2022-11-25,26.09000015258789,23.1200008392334,8,24
2022-11-29,2022-11-30,24.540000915527344,21.88999938964844,2,24
2022-12-14,2022-12-14,25.0,21.13999938964844,1,24
2022-12-19,2022-12-23,25.0,22.420000076293945,5,24
2023-03-14,2023-03-14,26.520000457763672,23.729999542236328,1,24
2023-03-16,2023-03-16,26.520000457763672,22.989999771118164,1,24
2023-03-21,2023-03-31,26.520000457763672,21.3799991607666,11,24
2024-12-19,2025-01-03,27.6200008392334,24.09000015258789,16,24
2025-03-12,2025-03-26,27.86000061035156,24.229999542236328,15,24
2025-10-17,2025-10-29,25.309999465942383,20.780000686645508,13,24
2025-11-21,2025-12-04,26.420000076293945,23.43000030517578,14,24
2007-08-07,2007-08-08,25.15999984741211,21.559999465942383,2,25
2007-09-18,2007-09-28,27.3799991607666,20.350000381469727,11,25
2008-07-08,2008-07-08,25.920000076293945,23.149999618530273,1,25
2009-08-20,2009-08-21,27.88999938964844,25.09000015258789,2,25
2009-08-25,2009-08-28,27.88999938964844,24.920000076293945,4,25
2009-10-29,2009-10-29,27.90999984741211,24.760000228881836,1,25
2010-01-26,2010-01-28,27.309999465942383,24.549999237060547,3,25
2010-02-01,2010-02-03,27.309999465942383,22.59000015258789,3,25
2010-02-12,2010-02-24,26.510000228881836,22.729999542236328,13,25
2010-07-23,2010-07-27,26.25,23.469999313354492,5,25
2010-08-02,2010-08-03,25.63999938964844,22.010000228881836,2,25
2010-08-27,2010-08-27,27.459999084472656,24.450000762939453,1,25
2010-09-01,2010-09-14,27.459999084472656,23.88999938964844,14,25
2012-05-21,2012-05-29,25.100000381469727,22.010000228881836,9,25
2012-06-06,2012-06-12,26.65999984741211,22.15999984741211,7,25
2012-06-14,2012-06-15,26.65999984741211,21.68000030517578,2,25
2014-10-17,2014-10-29,25.270000457763672,21.989999771118164,13,25
2015-09-30,2015-10-12,27.6299991607666,24.5,13,25
2016-01-11,2016-01-12,27.010000228881836,24.299999237060547,2,25
2016-01-14,2016-01-14,27.010000228881836,23.950000762939453,1,25
2016-01-22,2016-02-03,27.59000015258789,22.34000015258789,13,25
2016-06-28,2016-07-08,25.760000228881836,18.75,11,25
2018-10-31,2018-11-06,25.229999542236328,21.229999542236328,7,25
2020-08-05,2020-08-10,26.079999923706055,22.989999771118164,6,25
2020-11-23,2020-11-25,25.350000381469727,22.65999984741211,3,25
2020-12-24,2020-12-28,25.15999984741211,21.530000686645508,5,25
2021-01-07,2021-01-14,26.969999313354492,22.3700008392334,8,25
2021-01-20,2021-01-20,25.06999969482422,21.579999923706055,1,25
2021-05-13,2021-05-25,27.59000015258789,23.1299991607666,13,25
2021-09-22,2021-09-27,25.709999084472656,20.8700008392334,6,25
2021-09-29,2021-09-29,25.709999084472656,22.559999465942383,1,25
2021-10-01,2021-10-01,25.709999084472656,21.100000381469727,1,25
2022-07-15,2022-07-15,27.540000915527344,24.229999542236328,1,25
2022-07-19,2022-07-25,27.290000915527344,24.5,7,25
2022-07-27,2022-07-29,26.399999618530273,23.239999771118164,3,25
2022-09-08,2022-09-12,26.90999984741211,23.61000061035156,5,25
2022-11-11,2022-11-11,26.09000015258789,22.520000457763672,1,25
2022-11-18,2022-11-22,26.09000015258789,23.1200008392334,5,25
2022-12-14,2022-12-14,25.0,21.13999938964844,1,25
2022-12-19,2022-12-23,25.0,22.420000076293945,5,25
2023-03-14,2023-03-14,26.520000457763672,23.729999542236328,1,25
2023-03-16,2023-03-16,26.520000457763672,22.989999771118164,1,25
2023-03-21,2023-03-30,26.520000457763672,21.3799991607666,10,25
2024-12-19,2025-01-02,27.6200008392334,24.09000015258789,15,25
2025-03-12,2025-03-24,27.86000061035156,24.229999542236328,13,25
2025-10-17,2025-10-29,25.309999465942383,20.780000686645508,13,25
2025-11-21,2025-12-04,26.420000076293945,23.43000030517578,14,25
2007-09-18,2007-09-28,27.3799991607666,20.350000381469727,11,26
2009-08-20,2009-08-21,27.88999938964844,25.09000015258789,2,26
2009-08-25,2009-08-28,27.88999938964844,24.920000076293945,4,26
2009-10-29,2009-10-29,27.90999984741211,24.760000228881836,1,26
2010-01-26,2010-01-28,27.309999465942383,24.549999237060547,3,26
2010-02-01,2010-02-03,27.309999465942383,22.59000015258789,3,26
2010-02-12,2010-02-23,26.510000228881836,22.729999542236328,12,26
2010-07-23,2010-07-27,26.25,23.469999313354492,5,26
2010-08-27,2010-08-27,27.459999084472656,24.450000762939453,1,26
2010-09-01,2010-09-14,27.459999084472656,23.88999938964844,14,26
2012-06-06,2012-06-12,26.65999984741211,22.15999984741211,7,26
2012-06-14,2012-06-15,26.65999984741211,21.68000030517578,2,26
2015-09-30,2015-10-12,27.6299991607666,24.5,13,26
2016-01-11,2016-01-12,27.010000228881836,24.299999237060547,2,26
2016-01-14,2016-01-14,27.010000228881836,23.950000762939453,1,26
2016-01-22,2016-02-03,27.59000015258789,22.34000015258789,13,26
2020-08-05,2020-08-05,26.079999923706055,22.989999771118164,1,26
2021-01-07,2021-01-14,26.969999313354492,22.3700008392334,8,26
2021-05-13,2021-05-25,27.59000015258789,23.1299991607666,13,26
2022-07-15,2022-07-15,27.540000915527344,24.229999542236328,1,26
2022-07-19,2022-07-25,27.290000915527344,24.5,7,26
2022-07-27,2022-07-27,26.399999618530273,23.239999771118164,1,26
2022-09-08,2022-09-12,26.90999984741211,23.61000061035156,5,26
2022-11-11,2022-11-11,26.09000015258789,22.520000457763672,1,26
2022-11-18,2022-11-22,26.09000015258789,23.1200008392334,5,26
2023-03-14,2023-03-14,26.520000457763672,23.729999542236328,1,26
2023-03-16,2023-03-16,26.520000457763672,22.989999771118164,1,26
2023-03-21,2023-03-28,26.520000457763672,21.3799991607666,8,26
2024-12-19,2025-01-02,27.6200008392334,24.09000015258789,15,26
2025-03-12,2025-03-24,27.86000061035156,24.229999542236328,13,26
2025-11-21,2025-12-04,26.420000076293945,23.43000030517578,14,26
2007-09-18,2007-09-21,27.3799991607666,20.350000381469727,4,27
2009-08-20,2009-08-21,27.88999938964844,25.09000015258789,2,27
2009-08-25,2009-08-28,27.88999938964844,24.920000076293945,4,27
2009-10-29,2009-10-29,27.90999984741211,24.760000228881836,1,27
2010-01-26,2010-01-28,27.309999465942383,24.549999237060547,3,27
2010-02-01,2010-02-03,27.309999465942383,22.59000015258789,3,27
2010-08-27,2010-08-27,27.459999084472656,24.450000762939453,1,27
2010-09-01,2010-09-13,27.459999084472656,23.88999938964844,13,27
2015-09-30,2015-10-09,27.6299991607666,24.5,10,27
2016-01-11,2016-01-12,27.010000228881836,24.299999237060547,2,27
2016-01-14,2016-01-14,27.010000228881836,23.950000762939453,1,27
2016-01-22,2016-02-02,27.59000015258789,22.34000015258789,12,27
2021-05-13,2021-05-25,27.59000015258789,23.1299991607666,13,27
2022-07-15,2022-07-15,27.540000915527344,24.229999542236328,1,27
2022-07-19,2022-07-25,27.290000915527344,24.5,7,27
2024-12-19,2025-01-02,27.6200008392334,24.09000015258789,15,27
2025-03-12,2025-03-21,27.86000061035156,24.229999542236328,10,27
